"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Sep 02 05:40:03 GMT 2024","Mon Sep 02 05:40:07 GMT 2024","4000","","WHOLE-TESTS","","WHOLE-TESTS","","metta-morph_tests.sequential_nested",""
"passed","Mon Sep 02 05:40:03 GMT 2024","Mon Sep 02 05:40:06 GMT 2024","3000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-experimental_scripts.a1_symbols",""
"passed","Mon Sep 02 05:40:03 GMT 2024","Mon Sep 02 05:40:07 GMT 2024","4000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-experimental_scripts.d3_deptypes",""
"passed","Mon Sep 02 05:40:03 GMT 2024","Mon Sep 02 05:40:06 GMT 2024","3000","","WHOLE-TESTS","","WHOLE-TESTS","","metta-morph_tests.and_or",""
"passed","Mon Sep 02 05:40:03 GMT 2024","Mon Sep 02 05:40:06 GMT 2024","3000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-mettalog_sanity.represent_and_parse_tests",""
"passed","Mon Sep 02 05:40:03 GMT 2024","Mon Sep 02 05:40:07 GMT 2024","4000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-experimental_scripts.c1_grounded_basic",""
"passed","Mon Sep 02 05:40:03 GMT 2024","Mon Sep 02 05:40:06 GMT 2024","3000","","WHOLE-TESTS","","WHOLE-TESTS","","anti-regression.comma_is_not_special",""
"passed","Mon Sep 02 05:40:03 GMT 2024","Mon Sep 02 05:40:06 GMT 2024","3000","","WHOLE-TESTS","","WHOLE-TESTS","","metta-morph_tests.let_superpose_list2",""
"passed","Mon Sep 02 05:40:03 GMT 2024","Mon Sep 02 05:40:06 GMT 2024","3000","","WHOLE-TESTS","","WHOLE-TESTS","","metta-morph_tests.multifunction",""
"passed","Mon Sep 02 05:40:03 GMT 2024","Mon Sep 02 05:40:06 GMT 2024","3000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-experimental_scripts.f1_moduleA",""
"passed","Mon Sep 02 05:40:03 GMT 2024","Mon Sep 02 05:40:07 GMT 2024","4000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-mettalog_sanity.00_lang_case",""
"failed","Mon Sep 02 05:40:03 GMT 2024","Mon Sep 02 05:40:23 GMT 2024","20000","","WHOLE-TESTS","","WHOLE-TESTS","","anti-regression.mettalogTestCurried",""
"passed","Mon Sep 02 05:40:03 GMT 2024","Mon Sep 02 05:40:08 GMT 2024","5000","","WHOLE-TESTS","","WHOLE-TESTS","","anti-regression.bc_comp",""
"passed","Mon Sep 02 05:40:03 GMT 2024","Mon Sep 02 05:40:06 GMT 2024","3000","","WHOLE-TESTS","","WHOLE-TESTS","","metta-morph_tests.hyperpose",""
"passed","Mon Sep 02 05:40:03 GMT 2024","Mon Sep 02 05:40:07 GMT 2024","4000","","WHOLE-TESTS","","WHOLE-TESTS","","metta-morph_tests.supercollapse",""
"passed","Mon Sep 02 05:40:03 GMT 2024","Mon Sep 02 05:40:10 GMT 2024","7000","","WHOLE-TESTS","","WHOLE-TESTS","","metta-morph_tests.minnars",""
"passed","Mon Sep 02 05:40:03 GMT 2024","Mon Sep 02 05:40:06 GMT 2024","3000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-mettalog_sanity.02-curried-plus",""
"passed","Mon Sep 02 05:40:03 GMT 2024","Mon Sep 02 05:40:07 GMT 2024","4000","","WHOLE-TESTS","","WHOLE-TESTS","","metta-morph_tests.match_void",""
"passed","Mon Sep 02 05:40:03 GMT 2024","Mon Sep 02 05:40:08 GMT 2024","5000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-mettalog_sanity.space_intersection_tests",""
"passed","Mon Sep 02 05:40:03 GMT 2024","Mon Sep 02 05:40:06 GMT 2024","3000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-mettalog_sanity.xor_test",""
"passed","Mon Sep 02 05:40:03 GMT 2024","Mon Sep 02 05:40:06 GMT 2024","3000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-mettalog_sanity.06_match_in_space",""
"passed","Mon Sep 02 05:40:03 GMT 2024","Mon Sep 02 05:40:07 GMT 2024","4000","","WHOLE-TESTS","","WHOLE-TESTS","","metta-morph_tests.add_atom_match",""
"passed","Mon Sep 02 05:40:03 GMT 2024","Mon Sep 02 05:40:07 GMT 2024","4000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-mettalog_sanity.subtraction_test",""
"passed","Mon Sep 02 05:40:03 GMT 2024","Mon Sep 02 05:40:06 GMT 2024","3000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-experimental_scripts.b2_backchain",""
"failed","Mon Sep 02 05:40:03 GMT 2024","Mon Sep 02 05:40:24 GMT 2024","21000","","WHOLE-TESTS","","WHOLE-TESTS","","anti-regression.debug_mettalogTestCurried",""
"passed","Mon Sep 02 05:40:03 GMT 2024","Mon Sep 02 05:40:06 GMT 2024","3000","","WHOLE-TESTS","","WHOLE-TESTS","","metta-morph_tests.states_spaces",""
"passed","Mon Sep 02 05:40:03 GMT 2024","Mon Sep 02 05:40:07 GMT 2024","4000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-mettalog_sanity.03-soring-via-insert",""
"passed","Mon Sep 02 05:40:03 GMT 2024","Mon Sep 02 05:40:08 GMT 2024","5000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-experimental_scripts.c3_pln_stv",""
"passed","Mon Sep 02 05:40:03 GMT 2024","Mon Sep 02 05:40:06 GMT 2024","3000","","WHOLE-TESTS","","WHOLE-TESTS","","anti-regression.bchain",""
"passed","Mon Sep 02 05:40:03 GMT 2024","Mon Sep 02 05:40:08 GMT 2024","5000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-mettalog_sanity.structure-tests",""
"failed","Mon Sep 02 05:40:03 GMT 2024","Mon Sep 02 05:40:23 GMT 2024","20000","","WHOLE-TESTS","","WHOLE-TESTS","","anti-regression.system_proofTestCurried",""
"passed","Mon Sep 02 05:40:03 GMT 2024","Mon Sep 02 05:40:07 GMT 2024","4000","","WHOLE-TESTS","","WHOLE-TESTS","","metta-morph_tests.collapse",""
"passed","Mon Sep 02 05:40:03 GMT 2024","Mon Sep 02 05:40:06 GMT 2024","3000","","WHOLE-TESTS","","WHOLE-TESTS","","metta-morph_tests.types2",""
"passed","Mon Sep 02 05:40:03 GMT 2024","Mon Sep 02 05:40:06 GMT 2024","3000","","WHOLE-TESTS","","WHOLE-TESTS","","module-system.f1_moduleA",""
"passed","Mon Sep 02 05:40:03 GMT 2024","Mon Sep 02 05:40:07 GMT 2024","4000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-experimental_scripts.b5_types_prelim",""
"passed","Mon Sep 02 05:40:03 GMT 2024","Mon Sep 02 05:40:10 GMT 2024","7000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-mettalog_sanity.time_synthesize",""
"passed","Mon Sep 02 05:40:03 GMT 2024","Mon Sep 02 05:40:07 GMT 2024","4000","","WHOLE-TESTS","","WHOLE-TESTS","","anti-regression.bchain_comp",""
"passed","Mon Sep 02 05:40:03 GMT 2024","Mon Sep 02 05:40:06 GMT 2024","3000","","WHOLE-TESTS","","WHOLE-TESTS","","metta-morph_tests.match_feval",""
"passed","Mon Sep 02 05:40:03 GMT 2024","Mon Sep 02 05:40:06 GMT 2024","3000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-experimental_scripts.a2_opencoggy",""
"passed","Mon Sep 02 05:40:03 GMT 2024","Mon Sep 02 05:40:07 GMT 2024","4000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-experimental_scripts.d2_higherfunc",""
"passed","Mon Sep 02 05:40:03 GMT 2024","Mon Sep 02 05:40:06 GMT 2024","3000","","WHOLE-TESTS","","WHOLE-TESTS","","anti-regression.test_if_closed",""
"passed","Mon Sep 02 05:40:03 GMT 2024","Mon Sep 02 05:40:07 GMT 2024","4000","","WHOLE-TESTS","","WHOLE-TESTS","","anti-regression.mettalogTestCurried2",""
"passed","Mon Sep 02 05:40:03 GMT 2024","Mon Sep 02 05:40:06 GMT 2024","3000","","WHOLE-TESTS","","WHOLE-TESTS","","metta-morph_tests.superpose_nested",""
"passed","Mon Sep 02 05:40:03 GMT 2024","Mon Sep 02 05:40:06 GMT 2024","3000","","WHOLE-TESTS","","WHOLE-TESTS","","metta-morph_tests.zeroargs",""
"passed","Mon Sep 02 05:40:03 GMT 2024","Mon Sep 02 05:40:14 GMT 2024","11000","","WHOLE-TESTS","","WHOLE-TESTS","","metta-morph_tests.tests0",""
"passed","Mon Sep 02 05:40:03 GMT 2024","Mon Sep 02 05:40:06 GMT 2024","3000","","WHOLE-TESTS","","WHOLE-TESTS","","metta-morph_tests.let_superpose_if_case",""
"passed","Mon Sep 02 05:40:03 GMT 2024","Mon Sep 02 05:40:07 GMT 2024","4000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-experimental_scripts.d1_gadt",""
"passed","Mon Sep 02 05:40:03 GMT 2024","Mon Sep 02 05:40:06 GMT 2024","3000","","WHOLE-TESTS","","WHOLE-TESTS","","metta-morph_tests.let_superpose_list",""
"passed","Mon Sep 02 05:40:03 GMT 2024","Mon Sep 02 05:40:07 GMT 2024","4000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-mettalog_sanity.01_lang_inc",""
"passed","Mon Sep 02 05:40:03 GMT 2024","Mon Sep 02 05:40:08 GMT 2024","5000","","WHOLE-TESTS","","WHOLE-TESTS","","anti-regression.tmpMatch2",""
"passed","Mon Sep 02 05:40:03 GMT 2024","Mon Sep 02 05:40:07 GMT 2024","4000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-experimental_scripts.e3_match_states",""
"passed","Mon Sep 02 05:40:03 GMT 2024","Mon Sep 02 05:40:06 GMT 2024","3000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-experimental_scripts.b0_chaining_prelim",""
"passed","Mon Sep 02 05:40:03 GMT 2024","Mon Sep 02 05:40:08 GMT 2024","5000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-mettalog_sanity.intersection_tests",""
"passed","Mon Sep 02 05:40:03 GMT 2024","Mon Sep 02 05:40:06 GMT 2024","3000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-experimental_scripts.c2_spaces",""
"passed","Mon Sep 02 05:40:03 GMT 2024","Mon Sep 02 05:40:07 GMT 2024","4000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-experimental_scripts.f1_imports",""
"passed","Mon Sep 02 05:40:03 GMT 2024","Mon Sep 02 05:40:08 GMT 2024","5000","","WHOLE-TESTS","","WHOLE-TESTS","","metta-morph_tests.factorial",""
"passed","Mon Sep 02 05:40:03 GMT 2024","Mon Sep 02 05:40:07 GMT 2024","4000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-mettalog_sanity.unique_test",""
"passed","Mon Sep 02 05:40:03 GMT 2024","Mon Sep 02 05:40:08 GMT 2024","5000","","WHOLE-TESTS","","WHOLE-TESTS","","anti-regression.tmpMatch1",""
"passed","Mon Sep 02 05:40:03 GMT 2024","Mon Sep 02 05:40:06 GMT 2024","3000","","WHOLE-TESTS","","WHOLE-TESTS","","metta-morph_tests.identity",""
"passed","Mon Sep 02 05:40:03 GMT 2024","Mon Sep 02 05:40:06 GMT 2024","3000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-experimental_scripts.b1_equal_chain",""
"passed","Mon Sep 02 05:40:03 GMT 2024","Mon Sep 02 05:40:07 GMT 2024","4000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-experimental_scripts.e1_kb_write",""
"passed","Mon Sep 02 05:40:03 GMT 2024","Mon Sep 02 05:40:07 GMT 2024","4000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-experimental_scripts.b3_direct",""
"passed","Mon Sep 02 05:40:03 GMT 2024","Mon Sep 02 05:40:07 GMT 2024","4000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-experimental_scripts.b4_nondeterm",""
"passed","Mon Sep 02 05:40:03 GMT 2024","Mon Sep 02 05:40:06 GMT 2024","3000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-mettalog_sanity.base_test_repr_parse_intersection",""
"passed","Mon Sep 02 05:40:03 GMT 2024","Mon Sep 02 05:40:06 GMT 2024","3000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-experimental_scripts.e2_states",""
